institution,city,address,course,district,telephone,email
א.ד אופטיקס ויזמויות,כפר סבא,בית ברל,אופטיקאות,תל אביב והמרכז,,
"א.ד. מכונים להכשרה בע""מ",ירושלים,סוקולוב 51,"התקנה ושירות למתקני קירור ומ""א בעלי נ' 3770",מחוז ירושלים,25639930,maltash.j@gmail.com
"א.ד. מכונים להכשרה בע""מ",ירושלים,סוקולוב 51,"התקנה ושירות למתקני קירור ומ""א לחסרי נסיון ובעלי ר",מחוז ירושלים,25639930,maltash.j@gmail.com
"א.ד. מכונים להכשרה בע""מ",ירושלים,סוקולוב 51,"התקנה ושירות למתקני קירור ומ""א-חסרי נ' 3768",מחוז ירושלים,25639930,maltash.j@gmail.com
"א.ד. מכונים להכשרה בע""מ",ירושלים,סוקולוב 51,התקנה ושירות למתקני קירור ומיזוג ביתיים,מחוז ירושלים,25639930,maltash.j@gmail.com
"א.ד. מכונים להכשרה בע""מ",ירושלים,סוקולוב 51,מיגון ואבטחה,מחוז ירושלים,25639930,maltash.j@gmail.com
"א.ד. מכונים להכשרה בע""מ חיפה",חיפה,"ההסתדרות 52, סיטי מול צ'ק פוסט",אחזקת טלפונים סלולריים-לחסרי רקע,חיפה והצפון,,
"א.ד. מכונים להכשרה בע""מ חיפה",חיפה,"ההסתדרות 52, סיטי מול צ'ק פוסט",אלקטרוניקה טלויזיה ווידאו,חיפה והצפון,,
"א.ד. מכונים להכשרה בע""מ חיפה",חיפה,"ההסתדרות 52, סיטי מול צ'ק פוסט",חשמלאי מעשי,חיפה והצפון,,
"א.ד. מכונים להכשרה בע""מ חיפה",חיפה,"ההסתדרות 52, סיטי מול צ'ק פוסט",מיגון ואבטחה,חיפה והצפון,,
"א.ד. מכונים להכשרה בע""מ חיפה",חיפה,"ההסתדרות 52, סיטי מול צ'ק פוסט",מיגון ואבטחה אלקטרוניים (עדכון טכנולוגי),חיפה והצפון,,
"א.ד. מכונים להכשרה בע""מ חיפה",חיפה,"ההסתדרות 52, סיטי מול צ'ק פוסט",מערכות מיגון והרתעה,חיפה והצפון,,
"א.ד. מכונים להכשרה בע""מ חיפה",חיפה,"ההסתדרות 52, סיטי מול צ'ק פוסט",תחזוקת TV,חיפה והצפון,,
"א.ד. מכונים להכשרה בע""מ חיפה",חיפה,"ההסתדרות 52, סיטי מול צ'ק פוסט",תחזוקת וידאו,חיפה והצפון,,
"א.ד. מכונים להכשרה בע""מ חיפה",חיפה,"ההסתדרות 52, סיטי מול צ'ק פוסט",תחזוקת מחשבים אישיים,חיפה והצפון,,
"א.ד. מכונים להכשרה בע""מ חיפה",חיפה,"ההסתדרות 52, סיטי מול צ'ק פוסט",תחזוקת מחשבים אישיים ורשתות תקשורת,חיפה והצפון,,
"א.ד. מכונים להכשרה בע""מ חיפה",חיפה,"ההסתדרות 52, סיטי מול צ'ק פוסט",תחזוקת רשתות תקשורת,חיפה והצפון,,
"א.ד. מכונים להכשרה בע""מ חיפה",חיפה,"ההסתדרות 52, סיטי מול צ'ק פוסט","תיב""ם חריטה וכרסום",חיפה והצפון,,
"א.ד. מכונים להכשרה בע""מ ירושלים",ירושלים,רח' מעשה חושב 31,אלקטרוניקה טלויזיה ווידאו,מחוז ירושלים,,
"א.ד. מכונים להכשרה בע""מ ירושלים",ירושלים,רח' מעשה חושב 31,מיגון ואבטחה,מחוז ירושלים,,
"א.ד. מכונים להכשרה בע""מ ירושלים",ירושלים,רח' מעשה חושב 31,מערכות מיגון והרתעה,מחוז ירושלים,,
"א.ד. מכונים להכשרה בע""מ ירושלים",ירושלים,רח' מעשה חושב 31,ניהול רשתות תקשורת (עדכון),מחוז ירושלים,,
"א.ד. מכונים להכשרה בע""מ ירושלים",ירושלים,רח' מעשה חושב 31,תחזוקת מחשבים אישיים (עדכון),מחוז ירושלים,,
"א.ד. מכונים להכשרה בע""מ ירושלים",ירושלים,רח' מעשה חושב 31,תחזוקת מחשבים אישיים ורשתות תקשורת,מחוז ירושלים,,
"א.ד. מכונים להכשרה בע""מ ירושלים",ירושלים,רח' מעשה חושב 31,תחזוקת מערכות תקשורת טלפונים סוללרים,מחוז ירושלים,,
"א.ד. מכונים להכשרה בע""מ ירושלים",ירושלים,רח' מעשה חושב 31,תקשורת בסביבת R.F,מחוז ירושלים,,
"א.ד. מכונים להכשרה בע""מ.ר""ג",רמת גן,ז'בוטינסקי 13,הנהלת חשבונות 1-2-3,תל אביב והמרכז,,
"א.ד. מכונים להכשרה בע""מ.ר""ג",רמת גן,ז'בוטינסקי 13,חשמלאי מוסמך,תל אביב והמרכז,,
"א.ד. מכונים להכשרה בע""מ.ר""ג",רמת גן,ז'בוטינסקי 13,חשמלאי מעשי,תל אביב והמרכז,,
"א.ד. מכונים להכשרה בע""מ.ר""ג",רמת גן,ז'בוטינסקי 13,מיגון ואבטחה אלקטרוניים (עדכון טכנולוגי),תל אביב והמרכז,,
"א.ד. מכונים להכשרה בע""מ.ר""ג",רמת גן,ז'בוטינסקי 13,תחזוקת טלויזיה ווידאו,תל אביב והמרכז,,
"א.ד. מכונים להכשרה בע""מ.ר""ג",רמת גן,ז'בוטינסקי 13,תחזוקת טלפונים סלולריים,תל אביב והמרכז,,
"א.ד. מכונים להכשרה בע""מ.ר""ג",רמת גן,ז'בוטינסקי 13,תחזוקת מחשבים אישיים,תל אביב והמרכז,,
"א.ד. מכונים להכשרה בע""מ.ר""ג",רמת גן,ז'בוטינסקי 13,תחזוקת רשתות תקשורת,תל אביב והמרכז,,
"א.ד. מכונים להכשרה בע""מ.ר""ג",רמת גן,ז'בוטינסקי 13,"תיב""ם חריטה וכרסום",תל אביב והמרכז,,
"א.ח.י. המכללה לחקירות אבטחה וביטחון בע""מ",באר שבע,הרצל 79,השתלמות באבטחה,באר שבע והדרום,,
"א.ח.י. המכללה לחקירות אבטחה וביטחון בע""מ",באר שבע,הרצל 79,חוקרים פרטיים,באר שבע והדרום,,
"א.ח.י. המכללה לחקירות אבטחה וביטחון בע""מ",באר שבע,הרצל 79,קציני ביטחון,באר שבע והדרום,,
א.ח.ש.ה אקים,חדרה,"נורדאו 5, ת.ד. 761",פקידות מזכירות סוג 1,חיפה והצפון,,
"א.י.מ. תעופה בע""מ",הרצליה,"שדה תעופה ת.ד. 968 מיקוד 01964,כפר שמריהו",הוראת טייס (פרטי- מסחרי),תל אביב והמרכז,,
א.י.ק.קולגי חינוך ויזמות,חיפה,ההסתדרות 74,חשב שכר  (8080),חיפה והצפון,,pro@aic.co.il
א.י.ק.קולגי חינוך ויזמות,חיפה,ההסתדרות 74,מזכירות רפואית(804),חיפה והצפון,,pro@aic.co.il
א.י.ק.קולגי חינוך ויזמות,חיפה,ההסתדרות 74,מנהל/ת חשבונות סוג 1+2 (בסיסי+מתקדם) (8071),חיפה והצפון,,pro@aic.co.il
א.י.ק.קולגי חינוך ויזמות,חיפה,ההסתדרות 74,מנהל/ת משרד כללי/ת ובכיר/ה (8125),חיפה והצפון,,pro@aic.co.il
א.י.ק.קולגי חינוך ויזמות,חיפה,ההסתדרות 74,"תי""בם חריטה וכרסום",חיפה והצפון,,pro@aic.co.il
א.מ.נ. מכללה לספרות,רחובות,שד' ירושלים 2,ספרות,תל אביב והמרכז,,
א.מ.נ. מכללה לספרות,רחובות,שד' ירושלים 2,ספרות נשים 1,תל אביב והמרכז,,
"א.ס. מכללה טכנולוגית לחינוך והכשרה בע""מ",נצרת,רחוב תופיק זיאד 1,אחראי על ניהול מקצועי מוסמך -משרד הובלה,חיפה והצפון,054-5544471,anansaadav@gmail.com
"א.ס. מכללה טכנולוגית לחינוך והכשרה בע""מ",נצרת,רחוב תופיק זיאד 1,מחנכ/ת שנות ימקות סוג 2,חיפה והצפון,054-5544471,anansaadav@gmail.com
"א.ס. מכללה טכנולוגית לחינוך והכשרה בע""מ",נצרת,רחוב תופיק זיאד 1,מחנכ/ת שנות ינקות- סוג 1 (915),חיפה והצפון,054-5544471,anansaadav@gmail.com
"א.ס. מכללה טכנולוגית לחינוך והכשרה בע""מ",נצרת,רחוב תופיק זיאד 1,מחנכות מטפלות לפעוטות במעונות יום סוג 1,חיפה והצפון,054-5544471,anansaadav@gmail.com
"א.ס. מכללה טכנולוגית לחינוך והכשרה בע""מ",נצרת,רחוב תופיק זיאד 1,מחנכות מטפלות סוג 2,חיפה והצפון,054-5544471,anansaadav@gmail.com
"א.ס. מכללה טכנולוגית לחינוך והכשרה בע""מ",נצרת,רחוב תופיק זיאד 1,מחנכת/מטפלת לפעוטות במעונות יום סוג 1 (950),חיפה והצפון,054-5544471,anansaadav@gmail.com
"א.ס. מכללה טכנולוגית לחינוך והכשרה בע""מ",נצרת,רחוב תופיק זיאד 1,מנהל חשבונות סוג 1+2בכיר וחשב שכר,חיפה והצפון,054-5544471,anansaadav@gmail.com
"א.ס. מכללה טכנולוגית לחינוך והכשרה בע""מ",נצרת,רחוב תופיק זיאד 1,מנהל חשבונות סוג 2-1 - בסיסי ומתקדם,חיפה והצפון,054-5544471,anansaadav@gmail.com
"א.ס. מכללה טכנולוגית לחינוך והכשרה בע""מ",נצרת,רחוב תופיק זיאד 1,מנהל/ת חשבונות סוג 1+2 בכיר (8162),חיפה והצפון,054-5544471,anansaadav@gmail.com
"א.ס. מכללה טכנולוגית לחינוך והכשרה בע""מ",נצרת,רחוב תופיק זיאד 1,נהג אוטובוס זעיר פרטי (451),חיפה והצפון,054-5544471,anansaadav@gmail.com
"א.ס. מכללה טכנולוגית לחינוך והכשרה בע""מ",נצרת,רחוב תופיק זיאד 1,נהג אוטובוס זעיר ציבורי (440),חיפה והצפון,054-5544471,anansaadav@gmail.com
"א.ס. מכללה טכנולוגית לחינוך והכשרה בע""מ",נצרת,רחוב תופיק זיאד 1,נהג רכב חילוץ וגרירה - עיוני,חיפה והצפון,054-5544471,anansaadav@gmail.com
"א.ס. מכללה טכנולוגית לחינוך והכשרה בע""מ",נצרת,רחוב תופיק זיאד 1,נהג רכב משא כבד - עיוני (444),חיפה והצפון,054-5544471,anansaadav@gmail.com
"א.ס. מכללה טכנולוגית לחינוך והכשרה בע""מ",נצרת,רחוב תופיק זיאד 1,נהג רכב משא כבד- עיוני,חיפה והצפון,054-5544471,anansaadav@gmail.com
"א.ס. מכללה טכנולוגית לחינוך והכשרה בע""מ",נצרת,רחוב תופיק זיאד 1,נהג רכב ציבורי - עיוני (445),חיפה והצפון,054-5544471,anansaadav@gmail.com
"א.ס. מכללה טכנולוגית לחינוך והכשרה בע""מ",נצרת,רחוב תופיק זיאד 1,נהיגת רכב משא כבד-עיוני 444,חיפה והצפון,054-5544471,anansaadav@gmail.com
"א.ס. מכללה טכנולוגית לחינוך והכשרה בע""מ",נצרת,רחוב תופיק זיאד 1,נהיגת רכב ציבורי-עיוני 445,חיפה והצפון,054-5544471,anansaadav@gmail.com
"א.ס. מכללה טכנולוגית לחינוך והכשרה בע""מ",נצרת,רחוב תופיק זיאד 1,קציני בטיחות בתעבורה- 415,חיפה והצפון,054-5544471,anansaadav@gmail.com
"א.ר אנטר-נט בע""מ",אשדוד,הבנים 5,בנייה ועיצוב אתרים,מחוז ירושלים,,
"א.ר אנטר-נט בע""מ",אשדוד,הבנים 5,עיצוב גרפי ממוחשב,מחוז ירושלים,,
"א.ר אנטר-נט בע""מ",אשדוד,הבנים 5,תוכניתנים,מחוז ירושלים,,
"א.ר אנטר-נט בע""מ",אשדוד,הבנים 5,תחזוקת שירות ותקשורת,מחוז ירושלים,,
"א.ר אנטר-נט בע""מ",אשדוד,הבנים 5,תמלילאות והמשרד הממוחשב,מחוז ירושלים,,
אבדאע לחינוך ומידע בעיימ,טמרה גליל מערבי,כביש ראשי,איפור יופי מקצועי,חיפה והצפון,548302727,Iyad36@gmail.com
אבדאע לחינוך ומידע בעיימ,טמרה גליל מערבי,כביש ראשי,הסעת ילדים לנהגי רכב ציבורי (420),חיפה והצפון,548302727,Iyad36@gmail.com
אבדאע לחינוך ומידע בעיימ,טמרה גליל מערבי,כביש ראשי,מזכירות רפואית(804),חיפה והצפון,548302727,Iyad36@gmail.com
אבדאע לחינוך ומידע בעיימ,טמרה גליל מערבי,כביש ראשי,מחנכ/ת שנות ינקות -סוג 1,חיפה והצפון,548302727,Iyad36@gmail.com
אבדאע לחינוך ומידע בעיימ,טמרה גליל מערבי,כביש ראשי,מחנכ/ת שנות ינקות- סוג 1 (915),חיפה והצפון,548302727,Iyad36@gmail.com
אבדאע לחינוך ומידע בעיימ,טמרה גליל מערבי,כביש ראשי,מחנכות שנות ינקות-סוג 1,חיפה והצפון,548302727,Iyad36@gmail.com
אבדאע לחינוך ומידע בעיימ,טמרה גליל מערבי,כביש ראשי,מחנכות שנות ינקות-סוג1,חיפה והצפון,548302727,Iyad36@gmail.com
אבדאע לחינוך ומידע בעיימ,טמרה גליל מערבי,כביש ראשי,מחנכת/מטפלת לפעוטות במעונות יום סוג 2,חיפה והצפון,548302727,Iyad36@gmail.com
אבדאע לחינוך ומידע בעיימ,טמרה גליל מערבי,כביש ראשי,מנהל עבודה- עפר תשתיות וכבישים (200),חיפה והצפון,548302727,Iyad36@gmail.com
אבדאע לחינוך ומידע בעיימ,טמרה גליל מערבי,כביש ראשי,נהג רכב משא כבד- עיוני,חיפה והצפון,548302727,Iyad36@gmail.com
